t,A,B,C,D,E,F,G
1.505,0.157406701,0.120292286,0.028734875,0.158340637,0.032012509,0.239034739,0.478302426
1.51,0.158209832,0.120340361,0.027204352,0.159682934,0.031506275,0.234839982,0.480602401
1.515,0.159265047,0.120136611,0.026739332,0.160916134,0.031286703,0.231698209,0.4828662
1.52,0.160656154,0.119887298,0.028554338,0.161868753,0.031223288,0.229903047,0.484616798
1.525,0.162342347,0.119699598,0.03212933,0.162653226,0.031222906,0.229259141,0.485759256
1.53,0.164129997,0.119559169,0.034817122,0.163730167,0.031238278,0.228971483,0.486667195
1.535,0.165826667,0.119445285,0.034069883,0.165537683,0.031228662,0.228236455,0.487721448
1.54,0.167390935,0.119352252,0.030628292,0.167886091,0.031206837,0.226652793,0.48899545
1.545,0.168894315,0.119285615,0.027692115,0.170116261,0.0312256,0.224120102,0.490332768
1.55,0.170404617,0.11924511,0.028021308,0.171668021,0.031297727,0.220607371,0.491589851
1.555,0.171942249,0.119185538,0.030689086,0.172795826,0.031133219,0.21654266,0.492759226
1.56,0.173506371,0.119041567,0.033116774,0.17411913,0.03030641,0.212559723,0.493894388
1.565,0.17501102,0.118799609,0.033188598,0.176073548,0.028484544,0.209110941,0.495052496
1.57,0.176018921,0.118660246,0.030733505,0.178328028,0.02572138,0.205895329,0.496304652
1.575,0.176002533,0.118879023,0.026084892,0.180354022,0.022171628,0.202418746,0.497724794
1.58,0.17456263,0.119614275,0.020221806,0.18175901,0.018315649,0.198581565,0.499168826
1.585,0.171604323,0.120793764,0.015654631,0.182473108,0.015406177,0.19521985,0.49997553
1.59,0.167095903,0.122311784,0.015063632,0.182475827,0.014781935,0.193289732,0.499420015
1.595,0.161911586,0.124060823,0.018648106,0.181870805,0.016544852,0.193004876,0.497315325
1.6,0.158208204,0.125930814,0.023094786,0.180937425,0.019045794,0.193527757,0.494236118
1.605,0.158100655,0.127813389,0.024990511,0.179960418,0.020585191,0.193974314,0.490794706
1.61,0.161214953,0.129634014,0.023898446,0.179081863,0.02093571,0.19405353,0.487244102
1.615,0.165029489,0.131347354,0.021949978,0.178320749,0.021140394,0.193986122,0.483527284
1.62,0.167196785,0.132913774,0.02113351,0.177707052,0.022197364,0.193985255,0.479613993
1.625,0.16752999,0.134335567,0.02143001,0.177403482,0.024339727,0.194049067,0.475800234
1.63,0.166968353,0.135636876,0.021774191,0.177641927,0.02740187,0.194063628,0.472552054
1.635,0.166277537,0.136850856,0.021342482,0.178514336,0.031087568,0.193931508,0.470262917
1.64,0.165330775,0.138053633,0.020532058,0.179428435,0.034481462,0.193640298,0.468965758
1.645,0.16373071,0.139334377,0.020110633,0.17958449,0.036480749,0.19320379,0.468583708
1.65,0.161524432,0.140776026,0.020535537,0.178525428,0.036502097,0.19290077,0.468854593
1.655,0.159991551,0.142444214,0.021403243,0.176744413,0.035402654,0.193744789,0.469002517
1.66,0.160605526,0.144399138,0.022165035,0.17489459,0.03427991,0.196856544,0.468170379
1.665,0.163580189,0.146528532,0.022467479,0.173393804,0.033722589,0.202017568,0.465997907
1.67,0.16706681,0.148437738,0.022276907,0.172274609,0.033486343,0.20681659,0.462938347
1.675,0.169095668,0.149719083,0.021596801,0.171532275,0.033253607,0.208759619,0.459508379
1.68,0.169291701,0.150264117,0.020602699,0.171125304,0.032795945,0.208094312,0.455953817
1.685,0.168866454,0.150262106,0.01964132,0.170975611,0.031973594,0.207796138,0.452250975
1.69,0.168933214,0.149901686,0.019036451,0.170987439,0.030655841,0.20923999,0.448394418
1.695,0.168830137,0.149228174,0.018788959,0.17089353,0.028767639,0.211345005,0.444696887
1.7,0.166822537,0.148200266,0.018704551,0.170322971,0.026267591,0.213931637,0.441663416
1.705,0.161699961,0.146792517,0.018615917,0.169015933,0.023223305,0.216631868,0.439706157
1.71,0.155351036,0.145077558,0.018526445,0.167359394,0.020326312,0.219077684,0.438688001
1.715,0.150769298,0.143163005,0.018500377,0.165970931,0.018490544,0.220995112,0.438275973
1.72,0.149915487,0.141175242,0.018543571,0.165241959,0.018256615,0.222074588,0.438177438
1.725,0.151386002,0.139301587,0.018471684,0.164827204,0.018949758,0.221195873,0.438231789
1.73,0.153100376,0.137740051,0.018063535,0.164235042,0.019652042,0.22013095,0.43830571
1.735,0.153661311,0.136501779,0.017295688,0.163331138,0.019843522,0.219913017,0.438320738
1.74,0.152968439,0.135243164,0.016520115,0.162659444,0.019759793,0.22017277,0.438302548
1.745,0.151079643,0.133591765,0.016119236,0.16281914,0.019715346,0.220394984,0.438287663
1.75,0.148450818,0.131497689,0.016132188,0.163795368,0.019859457,0.220386949,0.4382891
1.755,0.145994461,0.129281078,0.016204288,0.164868846,0.020151874,0.220325943,0.438292907
1.76,0.144578286,0.127265942,0.016000012,0.165319197,0.020563591,0.220395233,0.438285362
1.765,0.144161538,0.125562028,0.015714378,0.164915469,0.021347277,0.220591383,0.43827501
1.77,0.14406836,0.124129286,0.015913301,0.16376886,0.022952522,0.220780438,0.43828596
1.775,0.14365437,0.122903331,0.017068186,0.162139327,0.025606094,0.220847316,0.438338629
1.78,0.142578299,0.121674882,0.018954796,0.161252429,0.027989316,0.22082375,0.438426106
1.785,0.140625285,0.120174238,0.021058795,0.162736402,0.028150819,0.220802698,0.438530081
1.79,0.137834232,0.118228802,0.022884445,0.167439737,0.026891163,0.220853404,0.438632794
1.795,0.135213787,0.116038456,0.02401088,0.17322114,0.024922686,0.22095356,0.438718733
1.8,0.134000585,0.113891748,0.024036081,0.177231265,0.022574234,0.221059046,0.438772962
1.805,0.134621035,0.111988548,0.022746975,0.178076856,0.02017465,0.221143973,0.438788897
1.81,0.135712801,0.110332948,0.020347625,0.177579281,0.018052781,0.221222707,0.438778391
1.815,0.135707929,0.108900599,0.017101815,0.177945938,0.016140688,0.221314443,0.438755834
1.82,0.134397463,0.107575095,0.013433881,0.179611665,0.015581571,0.221416027,0.438738621
1.825,0.133371343,0.106118177,0.009980686,0.180664971,0.016509134,0.221494717,0.438748122
1.83,0.134242651,0.1043061,0.00736357,0.179173039,0.017697393,0.221518701,0.438806154
1.835,0.137007553,0.10228339,0.00571921,0.175454591,0.018273289,0.221503828,0.438937357
1.84,0.140357056,0.100491835,0.004793065,0.171645768,0.017648639,0.221504417,0.439168644
1.845,0.143088987,0.099331694,0.004340303,0.169663788,0.015390163,0.221567139,0.439519918
1.85,0.145170881,0.098797186,0.004285595,0.169227312,0.012256155,0.221667689,0.439953647
1.855,0.147138591,0.098685251,0.004635968,0.168986803,0.009583853,0.221747272,0.440404396
1.86,0.149313542,0.098873597,0.005347227,0.167905257,0.008384317,0.221763361,0.440822668
1.865,0.151033337,0.099609995,0.00614177,0.166386739,0.008180673,0.22174781,0.441231688
1.87,0.151359592,0.101245639,0.00667653,0.165240588,0.008077622,0.22175335,0.441675114
1.875,0.149874264,0.103758065,0.006737326,0.164969806,0.00751094,0.221797332,0.442174291
1.88,0.147500017,0.106162068,0.006442064,0.165288054,0.006769484,0.221805961,0.442693074
1.885,0.145363938,0.107336243,0.005961646,0.165787412,0.006272927,0.221693468,0.443186953
1.89,0.144097442,0.107128459,0.00548082,0.166280743,0.006168757,0.221519293,0.44365579
1.895,0.143573798,0.106869105,0.005205513,0.1669186,0.006188149,0.221564969,0.44416732
1.9,0.143602056,0.107949367,0.00534224,0.167864242,0.006050277,0.222096238,0.444791827
1.905,0.143987632,0.110452937,0.006073114,0.168959928,0.005944388,0.222677751,0.445534971
1.91,0.14453256,0.113246264,0.007557536,0.169749075,0.006497351,0.222221464,0.446342252
1.915,0.145041626,0.115262442,0.009915937,0.169849082,0.00829024,0.219708296,0.447161942
1.92,0.145347673,0.116536325,0.012897286,0.16970961,0.01129513,0.215033915,0.447991699
1.925,0.145299375,0.117724368,0.016040976,0.170249873,0.015140507,0.208610077,0.448857042
1.93,0.144834839,0.119315843,0.018944578,0.172178838,0.019390703,0.201052862,0.449774844
1.935,0.144366762,0.120873835,0.021527576,0.175059409,0.023289495,0.194033895,0.450714349
1.94,0.144464677,0.121655064,0.023816002,0.178075193,0.025974816,0.189573699,0.451629038
1.945,0.145249188,0.121331868,0.025801186,0.180613192,0.027019886,0.188824384,0.45248961
1.95,0.145485743,0.120831512,0.027369511,0.182674999,0.02731182,0.19031651,0.45331875
1.955,0.143698236,0.121308473,0.028388206,0.184378465,0.027976142,0.192097788,0.454148711
1.96,0.139570141,0.123155869,0.028774691,0.185909746,0.029387001,0.193079962,0.454994275
1.965,0.134838675,0.125418354,0.028535278,0.187575981,0.030587789,0.193705076,0.455839279
1.97,0.131394507,0.127029834,0.027695052,0.189682105,0.030520759,0.194553966,0.456662137
1.975,0.129633915,0.127643332,0.026532461,0.192150214,0.02905185,0.195735039,0.457382322
1.98,0.128349155,0.127683745,0.025597899,0.194491486,0.027038438,0.196849613,0.457856035
1.985,0.126312648,0.127568203,0.025406523,0.196247445,0.025325788,0.197524955,0.457941904
1.99,0.122995962,0.127172682,0.025898458,0.197557707,0.024038763,0.197990334,0.457564045
1.995,0.118327427,0.126019617,0.026638149,0.198952627,0.022831581,0.198868321,0.456689359
2,0.112399809,0.123757528,0.027232727,0.200871433,0.021413331,0.200654438,0.455316686
2.005,0.106290541,0.12086626,0.027598493,0.203137837,0.019889228,0.203002514,0.453641098
2.01,0.101458907,0.118148045,0.027771651,0.205336852,0.018518113,0.20523997,0.451933765
2.015,0.098965586,0.116228272,0.027802465,0.207110856,0.017530277,0.206843021,0.450400341
2.02,0.09845449,0.115102571,0.027790133,0.208307561,0.017053552,0.207818192,0.449013508
2.025,0.099257402,0.114626302,0.027843906,0.208821388,0.017192008,0.208289781,0.447694541
2.03,0.100982851,0.114548392,0.027953962,0.20872791,0.017890799,0.208420208,0.44639738
2.035,0.103808521,0.11439888,0.027865602,0.208475257,0.01876826,0.208450289,0.445143152
2.04,0.10795576,0.113689195,0.027302982,0.208547925,0.019412529,0.208626403,0.443959703
2.045,0.112723527,0.112221972,0.026304662,0.20909882,0.019762321,0.209052153,0.442820706
2.05,0.116268903,0.110160345,0.025298426,0.20987035,0.020190348,0.209654385,0.441632771
2.055,0.116828101,0.107704883,0.024709733,0.210590577,0.021068349,0.210350628,0.440303525
2.06,0.114817634,0.105274892,0.024579052,0.211149426,0.022362309,0.211082483,0.438815883
2.065,0.112299937,0.1034548,0.024656226,0.211559015,0.023731911,0.211809725,0.437209597
2.07,0.111122451,0.102706243,0.024724147,0.211839066,0.024865797,0.21247809,0.435538245
2.075,0.11122304,0.102542725,0.024866187,0.212043631,0.02572541,0.212925051,0.433948273
2.08,0.111675291,0.102048624,0.025301718,0.212242305,0.026395661,0.212939082,0.432628164
2.085,0.111724399,0.100540558,0.026149832,0.212537492,0.026948265,0.212482187,0.431742121
2.09,0.111350102,0.098313936,0.027108018,0.213168308,0.027397262,0.212242132,0.431352077
2.095,0.110723779,0.095919682,0.027764359,0.214408681,0.027741646,0.213094185,0.431493061
2.1,0.109989603,0.093916381,0.027901587,0.216269297,0.027981982,0.215330173,0.432136912
2.105,0.109226551,0.092880959,0.027768827,0.218130102,0.028122596,0.217843959,0.433104058
2.11,0.108503769,0.093379435,0.027680868,0.219286637,0.028169936,0.219340233,0.434194377
2.115,0.107877195,0.095315779,0.027819337,0.219428863,0.028206953,0.219295436,0.435288395
2.12,0.107383895,0.097647647,0.028175515,0.218810503,0.028425947,0.218289128,0.436381913
2.125,0.107057249,0.099305704,0.028714998,0.21773755,0.029001016,0.216983341,0.437479213
2.13,0.106890088,0.100051218,0.02920259,0.216678277,0.029623223,0.21599802,0.438577767
2.135,0.106839924,0.10036895,0.029228201,0.216242307,0.029562883,0.215916454,0.439669109
2.14,0.106858119,0.100730035,0.028514712,0.216944283,0.02917379,0.217199463,0.440747205
2.145,0.106851636,0.101267456,0.028026165,0.2184074,0.028892167,0.219223866,0.441829558
2.15,0.106704065,0.101936212,0.029379895,0.21978563,0.028561312,0.220795915,0.442946052
2.155,0.106346682,0.10269233,0.030690181,0.220391535,0.028190123,0.220995166,0.444116276
2.16,0.105946498,0.103504739,0.032169939,0.220338828,0.027787494,0.220271405,0.445308579
2.165,0.105742764,0.10434631,0.033850342,0.219987165,0.027362323,0.219494888,0.446475597
2.17,0.105846863,0.105176266,0.035629458,0.219600044,0.026923505,0.21923119,0.447588397
2.175,0.106011852,0.105915577,0.037405355,0.219171353,0.026479936,0.219191914,0.4486697
2.18,0.105931635,0.106480208,0.039076102,0.218650596,0.026040514,0.218945462,0.449750974
2.185,0.105524807,0.106904176,0.040539765,0.218165225,0.025614134,0.218436099,0.450846972
2.19,0.105081466,0.107416685,0.041694413,0.218136904,0.025209693,0.218229538,0.45194481
2.195,0.104908979,0.108252482,0.042767395,0.219001118,0.024836086,0.218929286,0.453029959
2.2,0.104907578,0.109350625,0.041943457,0.220874199,0.024502211,0.22066423,0.454109722
2.205,0.104568599,0.110353196,0.039975037,0.223551947,0.024216962,0.223086579,0.45521333
2.21,0.10345607,0.110940962,0.038740661,0.226787107,0.023634146,0.225825829,0.456367103
2.215,0.102111817,0.111352535,0.038681473,0.230019436,0.023704289,0.228491788,0.457555552
2.22,0.101674367,0.112166954,0.039361457,0.232497681,0.024101746,0.230682247,0.458737676
2.225,0.1029641,0.113810069,0.040355126,0.233631253,0.024236904,0.232072577,0.459870405
2.23,0.104902724,0.115789106,0.041370983,0.233779218,0.024158631,0.232790044,0.460900778
2.235,0.105727903,0.117280337,0.042165831,0.233642819,0.02414584,0.233124754,0.461772276
2.24,0.104367405,0.117811094,0.042558901,0.233738511,0.024324472,0.233331546,0.462455014
2.245,0.102021119,0.118064465,0.042574489,0.233973645,0.024316458,0.233548577,0.463006702
2.25,0.100347539,0.11895571,0.04227924,0.23413255,0.023646686,0.233890145,0.463502317
2.255,0.100115643,0.120819499,0.04177061,0.234228175,0.022578278,0.234480492,0.46393475
2.26,0.100389006,0.122877378,0.041205122,0.234711793,0.022789715,0.235462928,0.464139517
2.265,0.100071286,0.124243654,0.04074491,0.236065511,0.026050203,0.236973986,0.463939989
2.27,0.099069176,0.124600166,0.04051955,0.238201249,0.032018588,0.23887834,0.463331639
2.275,0.09845094,0.124285993,0.040620912,0.240370612,0.037909796,0.240725835,0.462509242
2.28,0.099247068,0.123673816,0.041115755,0.241838376,0.04100452,0.242077682,0.461667221
2.285,0.101135593,0.123095397,0.04176776,0.242528738,0.04124836,0.242876527,0.460848677
2.29,0.102840001,0.122853614,0.042126693,0.242831306,0.040467779,0.243334222,0.459989914
2.295,0.103272489,0.123160099,0.041827515,0.243095726,0.040294976,0.24364621,0.459030535
2.3,0.102783605,0.123601919,0.041123127,0.243328967,0.040751608,0.243855915,0.457948312
2.305,0.102329858,0.123503018,0.040526765,0.243393637,0.04118082,0.243942715,0.456737098
2.31,0.102659159,0.12248168,0.040408204,0.243195058,0.041091195,0.243889143,0.455396393
2.315,0.103704072,0.121298623,0.040578607,0.242805805,0.040640621,0.243690796,0.453947331
2.32,0.105200407,0.12098801,0.040714652,0.242338854,0.040143505,0.243346663,0.452416282
2.325,0.106972431,0.121984531,0.040621025,0.241897888,0.039808092,0.24290429,0.450830217
2.33,0.109041672,0.123386017,0.040387878,0.241565878,0.039605882,0.242519511,0.449217449
2.335,0.111447742,0.124128279,0.040141287,0.24141793,0.039475608,0.242357293,0.447606096
2.34,0.113873848,0.123925386,0.039896164,0.241319422,0.039324924,0.242353994,0.446008664
2.345,0.115526929,0.123531404,0.039518874,0.240855471,0.039019949,0.242140491,0.444416793
2.35,0.115648432,0.123747203,0.03888586,0.239628902,0.038437603,0.241368804,0.442821073
2.355,0.114585119,0.124954193,0.038207188,0.237850653,0.037678362,0.240383884,0.441218721
2.36,0.113584419,0.127191989,0.037964769,0.236227178,0.037024863,0.240095304,0.439612351
2.365,0.113746473,0.13037828,0.038494044,0.235393478,0.036743957,0.241273081,0.438014666
2.37,0.114745912,0.133510911,0.038862118,0.235278972,0.036929212,0.243405603,0.436519944
2.375,0.115557828,0.135136338,0.037513694,0.235466834,0.037589158,0.245352329,0.435262497
2.38,0.115395027,0.134276405,0.033451589,0.235589228,0.038553382,0.246218845,0.434324589
2.385,0.114575743,0.132133866,0.028241955,0.235512498,0.038838571,0.24625229,0.433550015
2.39,0.11373244,0.130530787,0.024179108,0.23516999,0.037231698,0.246024483,0.432714944
2.395,0.113240557,0.13047514,0.022724138,0.234650692,0.033368352,0.245926407,0.431729364
2.4,0.11280637,0.13085552,0.023168924,0.234448746,0.029093293,0.245878242,0.430851633
2.405,0.112033307,0.130236391,0.024462396,0.235115084,0.026580516,0.245726043,0.43039325
2.41,0.110801387,0.128153486,0.025882312,0.236707729,0.026479057,0.245405743,0.430497726
2.415,0.109417753,0.125642446,0.027214234,0.238523519,0.027082996,0.244992067,0.431049155
2.42,0.108217262,0.123836661,0.02829346,0.239818202,0.026555443,0.244570476,0.431907716
2.425,0.107352397,0.123238069,0.029084683,0.240343698,0.024514935,0.244202797,0.43289837
2.43,0.106804256,0.123755189,0.029674195,0.240318203,0.021947772,0.24392865,0.433812977
2.435,0.106531523,0.125211303,0.030130445,0.239964845,0.01983197,0.243753432,0.434467355
2.44,0.10633726,0.126815422,0.030299207,0.239376954,0.018540303,0.243353227,0.434926492
2.445,0.105935863,0.127426595,0.0298994,0.238573909,0.018100722,0.242216502,0.435397337
2.45,0.105064819,0.126186041,0.028737147,0.23759066,0.018450365,0.240003668,0.43605691
2.455,0.103591273,0.123773748,0.027095323,0.236550477,0.019059677,0.237311215,0.436912495
2.46,0.101425929,0.121384428,0.025416284,0.235606137,0.019243121,0.23504865,0.437914557
2.465,0.09878376,0.119997977,0.024084687,0.234837867,0.018603915,0.233810091,0.438966742
2.47,0.096807664,0.119937959,0.023308869,0.234104546,0.017626326,0.233227043,0.439830015
2.475,0.096803373,0.121397601,0.023261185,0.233222777,0.016960028,0.232749236,0.440240016
2.48,0.098847269,0.124053445,0.02388707,0.231988414,0.017074899,0.231926678,0.440094919
2.485,0.100817045,0.126657941,0.024726118,0.230160206,0.018119252,0.23048873,0.43958359
2.49,0.100443384,0.127907227,0.025286346,0.227512002,0.020185933,0.228201682,0.438920685
2.495,0.097621635,0.127553432,0.025356907,0.224323472,0.022777768,0.225320939,0.438204283
2.5,0.094592536,0.126492832,0.025031552,0.221422334,0.024758303,0.222631852,0.437406153
2.505,0.093502922,0.125620816,0.024425096,0.219582377,0.025061467,0.220880619,0.436495626
